month,date,hour,S,E,N,W
1.0,2.0,10.0,0.0,0.0,0.0,0.0
1.0,2.0,11.0,0.0,0.0,0.0,0.0
1.0,2.0,12.0,0.0,0.0,0.0,0.0
1.0,2.0,13.0,0.0,0.0,0.0,0.0
1.0,2.0,14.0,0.0,0.0,0.0,0.0
1.0,2.0,15.0,0.0,0.0,0.0,0.0
1.0,2.0,16.0,0.0,0.0,0.0,0.0
1.0,2.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,2.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,2.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,2.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,2.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,2.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,2.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,2.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,8.0,0.0,0.0,0.0,0.0
1.0,3.0,9.0,0.0,0.0,0.0,0.0
1.0,3.0,10.0,0.0,0.0,0.0,0.0
1.0,3.0,11.0,0.0,0.0,0.0,0.0
1.0,3.0,12.0,0.0,0.0,0.0,0.0
1.0,3.0,13.0,0.0,0.0,0.0,0.0
1.0,3.0,14.0,0.0,0.0,0.0,0.0
1.0,3.0,15.0,0.0,0.0,0.0,0.0
1.0,3.0,16.0,0.0,0.0,0.0,0.0
1.0,3.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,3.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,8.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,9.0,0.0,0.0,0.0,0.0
1.0,4.0,10.0,0.0,0.0,0.0,0.0
1.0,4.0,11.0,0.0,0.0,0.0,0.0
1.0,4.0,12.0,0.0,0.0,0.0,0.0
1.0,4.0,13.0,0.0,0.0,0.0,0.0
1.0,4.0,14.0,0.0,0.0,0.0,0.0
1.0,4.0,15.0,0.0,0.0,0.0,0.0
1.0,4.0,16.0,0.0,0.0,0.0,0.0
1.0,4.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,4.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,8.0,0.0,0.0,0.0,0.0
1.0,5.0,9.0,0.0,0.0,0.0,0.0
1.0,5.0,10.0,0.0,0.0,0.0,0.0
1.0,5.0,11.0,0.0,0.0,0.0,0.0
1.0,5.0,12.0,0.0,0.0,0.0,0.0
1.0,5.0,13.0,5.405917594696301e-06,5.414491976902671e-07,3.040028983491812e-07,9.418103079308482e-07
1.0,5.0,14.0,8.151145834066928e-06,8.468737253267783e-07,4.553460668017491e-07,3.85074599265951e-06
1.0,5.0,15.0,2.0167044461780704e-06,2.486609451373615e-07,1.3382236501194387e-07,1.7509537547995875e-06
1.0,5.0,16.0,0.0,0.0,0.0,0.0
1.0,5.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,5.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,8.0,0.0,0.0,0.0,0.0
1.0,6.0,9.0,0.0,0.0,0.0,0.0
1.0,6.0,10.0,0.0,0.0,0.0,0.0
1.0,6.0,11.0,0.0,0.0,0.0,0.0
1.0,6.0,12.0,0.0,0.0,0.0,0.0
1.0,6.0,13.0,0.0,0.0,0.0,0.0
1.0,6.0,14.0,0.0,0.0,0.0,0.0
1.0,6.0,15.0,0.0,0.0,0.0,0.0
1.0,6.0,16.0,0.0,0.0,0.0,0.0
1.0,6.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,6.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,8.0,0.0,0.0,0.0,0.0
1.0,7.0,9.0,0.0,0.0,0.0,0.0
1.0,7.0,10.0,0.0,0.0,0.0,0.0
1.0,7.0,11.0,0.0,0.0,0.0,0.0
1.0,7.0,12.0,0.0,0.0,0.0,0.0
1.0,7.0,13.0,3.2002610862823964e-05,3.1469567512305747e-06,1.950022018810789e-06,5.457705674921948e-06
1.0,7.0,14.0,1.1895043008156291e-06,2.6965591960953567e-07,1.8743356724781487e-07,5.987562636024585e-07
1.0,7.0,15.0,0.0,0.0,0.0,0.0
1.0,7.0,16.0,0.0,0.0,0.0,0.0
1.0,7.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,7.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,8.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,8.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,8.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,8.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,8.0,5.0,0.0,0.0,0.0,0.0
1.0,8.0,6.0,0.0,0.0,0.0,0.0
1.0,8.0,7.0,0.0,0.0,0.0,0.0
1.0,8.0,8.0,0.0,0.0,0.0,0.0
1.0,8.0,9.0,0.0,0.0,0.0,0.0
1.0,8.0,10.0,0.0,0.0,0.0,0.0
1.0,8.0,11.0,0.0,0.0,0.0,0.0
1.0,8.0,12.0,0.0,0.0,0.0,0.0
1.0,8.0,13.0,0.0,0.0,0.0,0.0
1.0,8.0,14.0,0.0,0.0,0.0,0.0
1.0,8.0,15.0,0.0,0.0,0.0,0.0
1.0,8.0,16.0,0.0,0.0,0.0,0.0
1.0,8.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,8.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,8.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,8.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,8.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,8.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,8.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,8.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,9.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,9.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,9.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,9.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,9.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,9.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,9.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,9.0,8.0,0.0,0.0,0.0,0.0
1.0,9.0,9.0,0.0,0.0,0.0,0.0
1.0,9.0,10.0,0.0,0.0,0.0,0.0
1.0,9.0,11.0,0.0,0.0,0.0,0.0
1.0,9.0,12.0,0.0,0.0,0.0,0.0
1.0,9.0,13.0,0.0,0.0,0.0,0.0
1.0,9.0,14.0,0.0,0.0,0.0,0.0
1.0,9.0,15.0,0.0,0.0,0.0,0.0
1.0,9.0,16.0,0.0,0.0,0.0,0.0
1.0,9.0,17.0,0.0,0.0,0.0,0.0
1.0,9.0,18.0,0.0,-0.0,-0.0,-0.0
1.0,9.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,9.0,20.0,0.0,0.0,0.0,0.0
1.0,9.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,9.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,9.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,9.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,8.0,0.0,0.0,0.0,0.0
1.0,10.0,9.0,0.0,0.0,0.0,0.0
1.0,10.0,10.0,0.0,0.0,0.0,0.0
1.0,10.0,11.0,0.0,0.0,0.0,0.0
1.0,10.0,12.0,0.0,0.0,0.0,0.0
1.0,10.0,13.0,0.0,0.0,0.0,0.0
1.0,10.0,14.0,0.0,0.0,0.0,0.0
1.0,10.0,15.0,0.0,0.0,0.0,0.0
1.0,10.0,16.0,0.0,-0.0,-0.0,0.0
1.0,10.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,10.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,11.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,11.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,11.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,11.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,11.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,11.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,11.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,11.0,8.0,0.0,0.0,0.0,0.0
1.0,11.0,9.0,0.0,0.0,0.0,0.0
1.0,11.0,10.0,0.0,0.0,0.0,0.0
1.0,11.0,11.0,0.0,0.0,0.0,0.0
1.0,11.0,12.0,0.0,0.0,0.0,0.0
1.0,11.0,13.0,0.0,0.0,0.0,0.0
1.0,11.0,14.0,0.0,0.0,0.0,0.0
1.0,11.0,15.0,0.0,0.0,0.0,0.0
1.0,11.0,16.0,0.0,0.0,0.0,0.0
1.0,11.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,11.0,18.0,0.0,0.0,0.0,0.0
1.0,11.0,19.0,0.0,0.0,0.0,0.0
1.0,11.0,20.0,0.0,-0.0,-0.0,-0.0
1.0,11.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,11.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,11.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,11.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,8.0,0.0,0.0,0.0,0.0
1.0,12.0,9.0,0.0,0.0,0.0,0.0
1.0,12.0,10.0,0.0,0.0,0.0,0.0
1.0,12.0,11.0,0.0,0.0,0.0,0.0
1.0,12.0,12.0,0.0,0.0,0.0,0.0
1.0,12.0,13.0,0.0,0.0,0.0,0.0
1.0,12.0,14.0,0.0,0.0,0.0,0.0
1.0,12.0,15.0,0.0,0.0,0.0,0.0
1.0,12.0,16.0,0.0,0.0,0.0,0.0
1.0,12.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,12.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,13.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,13.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,13.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,13.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,13.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,13.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,13.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,13.0,8.0,0.0,0.0,0.0,0.0
1.0,13.0,9.0,0.0,0.0,0.0,0.0
1.0,13.0,10.0,0.0,0.0,0.0,0.0
1.0,13.0,11.0,0.0,0.0,0.0,0.0
1.0,13.0,12.0,0.00020192845304215263,1.559410610974191e-05,8.414456906738252e-06,9.997136951881469e-06
1.0,13.0,13.0,0.0001277345829568209,1.2726317689746263e-05,7.572096765097459e-06,2.139904381287037e-05
1.0,13.0,14.0,0.0,0.0,0.0,0.0
1.0,13.0,15.0,0.0,0.0,0.0,0.0
1.0,13.0,16.0,0.0,0.0,0.0,0.0
1.0,13.0,17.0,0.0,0.0,0.0,0.0
1.0,13.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,13.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,13.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,13.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,13.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,13.0,23.0,0.0,0.0,0.0,0.0
1.0,13.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,8.0,0.0,0.0,0.0,0.0
1.0,14.0,9.0,0.0,0.0,0.0,0.0
1.0,14.0,10.0,0.0,0.0,0.0,0.0
1.0,14.0,11.0,0.0,0.0,0.0,0.0
1.0,14.0,12.0,0.0,0.0,0.0,0.0
1.0,14.0,13.0,0.0,0.0,0.0,0.0
1.0,14.0,14.0,0.0,0.0,0.0,0.0
1.0,14.0,15.0,0.0,0.0,0.0,0.0
1.0,14.0,16.0,0.0,0.0,0.0,0.0
1.0,14.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,14.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,8.0,0.0,0.0,0.0,0.0
1.0,15.0,9.0,0.0,0.0,0.0,0.0
1.0,15.0,10.0,0.0,0.0,0.0,0.0
1.0,15.0,11.0,0.0,0.0,0.0,0.0
1.0,15.0,12.0,0.0,0.0,0.0,0.0
1.0,15.0,13.0,0.0,0.0,0.0,0.0
1.0,15.0,14.0,0.0,0.0,0.0,0.0
1.0,15.0,15.0,0.0,0.0,0.0,0.0
1.0,15.0,16.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,15.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,8.0,0.0,0.0,-0.0,-0.0
1.0,16.0,9.0,0.0,0.0,0.0,0.0
1.0,16.0,10.0,0.0,0.0,0.0,0.0
1.0,16.0,11.0,0.0,0.0,0.0,0.0
1.0,16.0,12.0,0.0,0.0,0.0,0.0
1.0,16.0,13.0,0.0,0.0,0.0,0.0
1.0,16.0,14.0,0.0,0.0,0.0,0.0
1.0,16.0,15.0,0.0,0.0,0.0,0.0
1.0,16.0,16.0,0.0,0.0,0.0,0.0
1.0,16.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,16.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,8.0,0.0,0.0,0.0,0.0
1.0,17.0,9.0,0.0,0.0,0.0,0.0
1.0,17.0,10.0,0.0,0.0,0.0,0.0
1.0,17.0,11.0,0.0,0.0,0.0,0.0
1.0,17.0,12.0,0.0,0.0,0.0,0.0
1.0,17.0,13.0,0.0,0.0,0.0,0.0
1.0,17.0,14.0,0.0,0.0,0.0,0.0
1.0,17.0,15.0,0.0,0.0,0.0,0.0
1.0,17.0,16.0,0.0,0.0,0.0,0.0
1.0,17.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,17.0,24.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,1.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,2.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,3.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,5.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,7.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,8.0,0.0,0.0,0.0,0.0
1.0,18.0,9.0,0.0,0.0,0.0,0.0
1.0,18.0,10.0,0.0,0.0,0.0,0.0
1.0,18.0,11.0,0.0,0.0,0.0,0.0
1.0,18.0,12.0,0.0,0.0,0.0,0.0
1.0,18.0,13.0,0.0,0.0,0.0,0.0
1.0,18.0,14.0,0.0,0.0,0.0,0.0
1.0,18.0,15.0,0.0,0.0,0.0,0.0
1.0,18.0,16.0,0.0,0.0,-0.0,0.0
1.0,18.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,19.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,21.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,22.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,23.0,-0.0,-0.0,-0.0,-0.0
1.0,18.0,24.0,0.0,0.0,0.0,0.0
1.0,19.0,1.0,0.0,0.0,0.0,0.0
1.0,19.0,2.0,0.0,0.0,0.0,0.0
1.0,19.0,3.0,0.0,0.0,0.0,0.0
1.0,19.0,4.0,-0.0,-0.0,-0.0,-0.0
1.0,19.0,5.0,0.0,0.0,0.0,0.0
1.0,19.0,6.0,-0.0,-0.0,-0.0,-0.0
1.0,19.0,7.0,0.0,0.0,0.0,0.0
1.0,19.0,8.0,0.0,0.0,0.0,0.0
1.0,19.0,9.0,0.0,0.0,0.0,0.0
1.0,19.0,10.0,0.0,0.0,0.0,0.0
1.0,19.0,11.0,0.0,0.0,0.0,0.0
1.0,19.0,12.0,0.0,0.0,0.0,0.0
1.0,19.0,13.0,0.0,0.0,0.0,0.0
1.0,19.0,14.0,0.0,0.0,0.0,0.0
1.0,19.0,15.0,0.0,0.0,0.0,0.0
1.0,19.0,16.0,0.0,0.0,0.0,0.0
1.0,19.0,17.0,-0.0,-0.0,-0.0,-0.0
1.0,19.0,18.0,-0.0,-0.0,-0.0,-0.0
1.0,19.0,19.0,0.0,0.0,0.0,0.0
1.0,19.0,20.0,-0.0,-0.0,-0.0,-0.0
1.0,19.0,21.0,0.0,0.0,0.0,0.0
